"city","city_ascii","state_id","state_name","county_fips","county_name","lat","lng","population","density","source","military","incorporated","timezone","ranking","zips","id"
"Alexandria","Alexandria","VA","Virginia","51510","Alexandria","38.8185","-77.0861","158185","4089.3","shape","FALSE","TRUE","America/New_York","2","22302 22301 22304 22305 22311 22314 20598 22320 22331 22332 22333 22334","1840003837"
"Paterson","Paterson","NJ","New Jersey","34031","Passaic","40.9147","-74.1624","157927","7247.6","shape","FALSE","TRUE","America/New_York","2","07522 07524 07514 07513 07505 07501 07504 07503 07502 07507 07509 07510 07533 07543 07544","1840000838"
"Corona","Corona","CA","California","06065","Riverside","33.8616","-117.5649","157844","1527.7","shape","FALSE","TRUE","America/Los_Angeles","2","92882 92880 92881 92879 92877 92878","1840019305"
"Macon","Macon","GA","Georgia","13021","Bibb","32.8065","-83.6974","156711","242.6","shape","FALSE","TRUE","America/New_York","2","31210 31052 31211 31213 31216 31217 31220 31207 31206 31204 31201 31202 31203 31205 31208 31209 31221 31294 31295 31296 31297","1840043455"
"Binghamton","Binghamton","NY","New York","36007","Broome","42.1014","-75.9093","156375","1762.2","shape","FALSE","TRUE","America/New_York","2","13904 13905 13901 13903","1840000460"
"Kansas City","Kansas City","KS","Kansas","20209","Wyandotte","39.1235","-94.7443","155745","482.1","shape","FALSE","TRUE","America/Chicago","2","66101 66102 66103 66104 66105 66106 66109 66160 66112 66111 66115 66118 66110 66117 66119","1840001626"
"Lakewood","Lakewood","CO","Colorado","08059","Jefferson","39.6977","-105.1172","155608","1382.5","shape","FALSE","TRUE","America/Denver","2","80232 80235 80214 80215 80227 80226 80228 80201 80225","1840020198"
"Sunnyvale","Sunnyvale","CA","California","06085","Santa Clara","37.3836","-122.0255","155550","2722.5","shape","FALSE","TRUE","America/Los_Angeles","2","94085 94086 94087 94089 94088","1840021573"
"Odessa","Odessa","TX","Texas","48135","Ector","31.8801","-102.3448","155039","845.0","shape","FALSE","TRUE","America/Chicago","2","79762 79761 79763 79765 79768","1840020794"
"New Bedford","New Bedford","MA","Massachusetts","25005","Bristol","41.6697","-70.9428","153701","1936.4","shape","FALSE","TRUE","America/New_York","2","02740 02744 02745 02746 02741 02742","1840003219"
"Hollywood","Hollywood","FL","Florida","12011","Broward","26.0293","-80.1679","152597","2162.1","shape","FALSE","TRUE","America/New_York","2","33024 33021 33023 33022 33020 33004 33316 33312 33019 33081 33082 33302","1840015144"
"South Lyon","South Lyon","MI","Michigan","26125","Oakland","42.4614","-83.6526","152132","1216.3","shape","FALSE","TRUE","America/Detroit","2","48178","1840002432"
"Pasadena","Pasadena","TX","Texas","48201","Harris","29.6575","-95.1498","151964","1342.9","shape","FALSE","TRUE","America/Chicago","2","77058 77059 77586 77506 77507 77504 77505 77502 77503 77258 77501 77508","1840020930"
"Pomona","Pomona","CA","California","06037","Los Angeles","34.0585","-117.7626","151592","2546.5","shape","FALSE","TRUE","America/Los_Angeles","2","91768 91766 91767 91769","1840020507"
"Escondido","Escondido","CA","California","06073","San Diego","33.1348","-117.0723","151443","1565.7","shape","FALSE","TRUE","America/Los_Angeles","2","92029 92025 92026 92027 92030 92033 92046","1840020620"
"Lake Charles","Lake Charles","LA","Louisiana","22019","Calcasieu","30.2010","-93.2111","151109","678.7","shape","FALSE","TRUE","America/Chicago","2","70605 70607 70601 70609 70615 70629 70602 70606 70612 70616","1840015039"
"Joliet","Joliet","IL","Illinois","17197","Will","41.5188","-88.1499","150323","882.7","shape","FALSE","TRUE","America/Chicago","2","60421 60586 60432 60433 60431 60436 60435 60434","1840008192"
"Champaign","Champaign","IL","Illinois","17019","Champaign","40.1142","-88.2737","150179","1483.7","shape","FALSE","TRUE","America/Chicago","2","61822 61820 61821 61824 61825 61826","1840007239"
"Mesquite","Mesquite","TX","Texas","48113","Dallas","32.7602","-96.5865","149848","1178.6","shape","FALSE","TRUE","America/Chicago","2","75149 75126 75150 75181 75185 75187","1840020713"
"Fairfield","Fairfield","CA","California","06095","Solano","38.2583","-122.0335","149635","1104.2","shape","FALSE","TRUE","America/Los_Angeles","2","94533 94534 94535","1840020253"
"Elkhart","Elkhart","IN","Indiana","18039","Elkhart","41.6916","-85.9627","149423","753.4","shape","FALSE","TRUE","America/Indiana/Indianapolis","2","46514 46517 46516 46515","1840008187"
"Bellevue","Bellevue","WA","Washington","53033","King","47.5951","-122.1535","149365","1723.2","shape","FALSE","TRUE","America/Los_Angeles","2","98004 98005 98006 98007 98008 98009 98015","1840018417"
"Naperville","Naperville","IL","Illinois","17043","DuPage","41.7480","-88.1659","149013","1471.0","shape","FALSE","TRUE","America/Chicago","2","60540 60563 60564 60565 60567","1840008143"
"St. George","St. George","UT","Utah","49053","Washington","37.0758","-113.5752","148895","464.8","shape","FALSE","TRUE","America/Denver","2","84770 84790 84791","1840021559"
"Topeka","Topeka","KS","Kansas","20177","Shawnee","39.0346","-95.6955","148185","794.5","shape","FALSE","TRUE","America/Chicago","2","66621 66622 66609 66608 66607 66606 66605 66604 66603 66619 66611 66612 66614 66616 66601 66624 66625 66626 66629 66636 66647 66667 66675 66683 66699","1840001621"
"Burlington","Burlington","NC","North Carolina","37001","Alamance","36.0760","-79.4685","147415","721.6","shape","FALSE","TRUE","America/New_York","2","27217 27215","1840013362"
"Torrance","Torrance","CA","California","06037","Los Angeles","33.8346","-118.3416","147156","2769.4","shape","FALSE","TRUE","America/Los_Angeles","2","90277 90501 90503 90505 90504 90507 90508 90509 90510","1840021873"
"Warner Robins","Warner Robins","GA","Georgia","13153","Houston","32.5961","-83.6527","146790","811.4","shape","FALSE","TRUE","America/New_York","2","31088 31005 31093 31099","1840015800"
"Roseville","Roseville","CA","California","06061","Placer","38.7703","-121.3196","145687","1275.9","shape","FALSE","TRUE","America/Los_Angeles","2","95661 95747 95678","1840020233"
"Santa Maria","Santa Maria","CA","California","06083","Santa Barbara","34.9333","-120.4431","143647","1850.2","shape","FALSE","TRUE","America/Los_Angeles","2","93454 93455 93458","1840021830"
"Athens","Athens","GA","Georgia","13059","Clarke","33.9508","-83.3689","143173","418.2","shape","FALSE","TRUE","America/New_York","2","30602 30622 30601 30605 30606 30607 30609 30683 30603 30608 30612","1840029463"
"Houma","Houma","LA","Louisiana","22109","Terrebonne","29.5800","-90.7059","143160","893.0","shape","FALSE","TRUE","America/Chicago","2","70363 70360 70361","1840015063"
"Fullerton","Fullerton","CA","California","06059","Orange","33.8841","-117.9279","142964","2462.0","shape","FALSE","TRUE","America/Los_Angeles","2","92835 92833 92832 92831 92834 92836 92837 92838","1840020576"
"Columbia","Columbia","MO","Missouri","29019","Boone","38.9472","-92.3268","142637","714.7","shape","FALSE","TRUE","America/Chicago","2","65202 65203 65201 65215 65216 65211 65217 65218 65299","1840007391"
"Surprise","Surprise","AZ","Arizona","04013","Maricopa","33.6815","-112.4515","141875","496.4","shape","FALSE","TRUE","America/Phoenix","2","85361 85379 85388 85387 85374 85378","1840021941"
"Greeley","Greeley","CO","Colorado","08123","Weld","40.4152","-104.7706","140984","835.9","shape","FALSE","TRUE","America/Denver","2","80631 80634 80632 80633 80638 80639","1840020149"
"Beaumont","Beaumont","TX","Texas","48245","Jefferson","30.0849","-94.1451","140930","539.6","shape","FALSE","TRUE","America/Chicago","2","77708 77705 77706 77707 77701 77702 77703 77713 77704 77710 77720 77725 77726","1840019612"
"Las Cruces","Las Cruces","NM","New Mexico","35013","Doña Ana","32.3265","-106.7893","140915","551.7","shape","FALSE","TRUE","America/Denver","2","88012 88011 88005 88007 88001 87654 88006 88013","1840020683"
"Metairie","Metairie","LA","Louisiana","22051","Jefferson","29.9977","-90.1780","140590","2343.9","shape","FALSE","FALSE","America/Chicago","2","70002 70003 70001 70006 70005 70004 70009 70010 70011 70033 70055","1840013994"
"Thornton","Thornton","CO","Colorado","08001","Adams","39.9197","-104.9438","140538","1486.8","shape","FALSE","TRUE","America/Denver","2","80260 80233 80241 80640 80023 80229 80602 80614","1840021422"
"Olathe","Olathe","KS","Kansas","20091","Johnson","38.8833","-94.8200","140339","867.6","shape","FALSE","TRUE","America/Chicago","2","66062 66061 66051 66063","1840003833"
"Midland","Midland","TX","Texas","48329","Midland","32.0243","-102.1147","140171","664.5","shape","FALSE","TRUE","America/Chicago","2","79701 79706 79707 79705 79703 79702 79708 79711","1840020792"
"Carolina","Carolina","PR","Puerto Rico","72031","Carolina","18.4054","-65.9792","139735","2604.9","shape","FALSE","FALSE","America/Puerto_Rico","2","00979 00987 00982 00983 00985 00981 00984 00986 00988","1630035637"
"West Valley City","West Valley City","UT","Utah","49035","Salt Lake","40.6886","-112.0123","139361","1501.9","shape","FALSE","TRUE","America/Denver","2","84119 84120 84128 84118 84125 84126 84127 84130 84131 84170","1840021389"
"Orange","Orange","CA","California","06059","Orange","33.8038","-117.8218","139195","2093.9","shape","FALSE","TRUE","America/Los_Angeles","2","92868 92869 92866 92867 92865 92856 92857 92863 92864","1840020582"
"Warren","Warren","MI","Michigan","26099","Macomb","42.4934","-83.0270","138996","1561.1","shape","FALSE","TRUE","America/Detroit","2","48092 48093 48091 48089 48088 48397","1840002418"
"Pasadena","Pasadena","CA","California","06037","Los Angeles","34.1597","-118.1390","138771","2333.6","shape","FALSE","TRUE","America/Los_Angeles","2","91103 91101 91104 91125 91106 91107 91105 91102 91109 91110 91114 91115 91116 91117 91121 91123 91124 91126 91129 91182 91184 91188 91189 91199","1840020505"
"Grand Junction","Grand Junction","CO","Colorado","08077","Mesa","39.0877","-108.5673","138416","620.6","shape","FALSE","TRUE","America/Denver","2","81503 81506 81507 81505 81504 81501 81502","1840020230"
"Tyler","Tyler","TX","Texas","48423","Smith","32.3184","-95.3062","138024","701.2","shape","FALSE","TRUE","America/Chicago","2","75709 75702 75703 75701 75711 75710 75712 75713 75798 75799","1840022076"
"Hampton","Hampton","VA","Virginia","51650","Hampton","37.0551","-76.3630","136748","1026.0","shape","FALSE","TRUE","America/New_York","2","23665 23651 23681 23605 23661 23668 23663 23666 23667 23664 23669 23670","1840003866"
"Bloomington","Bloomington","IL","Illinois","17113","McLean","40.4757","-88.9703","136524","1116.1","shape","FALSE","TRUE","America/Chicago","2","61701 61705 61704 61709 61710 61791","1840007207"
"Elizabeth","Elizabeth","NJ","New Jersey","34039","Union","40.6658","-74.1913","135772","4255.4","shape","FALSE","TRUE","America/New_York","2","07208 07202 07201 07206 07207","1840003613"
"Yuma","Yuma","AZ","Arizona","04027","Yuma","32.5995","-114.5491","135389","304.1","shape","FALSE","TRUE","America/Phoenix","2","85365 85364 85369","1840021998"
"Kent","Kent","WA","Washington","53033","King","47.3887","-122.2128","134890","1539.4","shape","FALSE","TRUE","America/Los_Angeles","2","98031 98030 98032 98042 98035 98064 98089","1840018424"
"Stamford","Stamford","CT","Connecticut","09190","Western Connecticut","41.1039","-73.5585","134820","1383.8","shape","FALSE","TRUE","America/New_York","2","06906 06907 06905 06902 06903 06901 06904 06910 06911 06912 06913 06914 06926 06927","1840004841"
"Coeur d'Alene","Coeur d'Alene","ID","Idaho","16055","Kootenai","47.7040","-116.7936","134503","1275.3","shape","FALSE","TRUE","America/Los_Angeles","2","83815 83814 83816","1840018402"
"Miramar","Miramar","FL","Florida","12011","Broward","25.9773","-80.3351","134306","1797.2","shape","FALSE","TRUE","America/New_York","2","33029 33025 33023 33027","1840015137"
"Sterling Heights","Sterling Heights","MI","Michigan","26099","Macomb","42.5809","-83.0305","134062","1420.2","shape","FALSE","TRUE","America/Detroit","2","48310 48313 48312 48314 48311","1840003094"
"Coral Springs","Coral Springs","FL","Florida","12011","Broward","26.2702","-80.2591","133693","2257.6","shape","FALSE","TRUE","America/New_York","2","33071 33076 33065 33067 33075 33077","1840015134"
"Yuba City","Yuba City","CA","California","06101","Sutter","39.1357","-121.6383","133106","1751.5","shape","FALSE","TRUE","America/Los_Angeles","2","95991 95993","1840021463"
"Yakima","Yakima","WA","Washington","53077","Yakima","46.5923","-120.5496","132354","1336.7","shape","FALSE","TRUE","America/Los_Angeles","2","98901 98903 98902 98908 98904 98907","1840021154"
"Racine","Racine","WI","Wisconsin","55101","Racine","42.7274","-87.8135","132006","1938.7","shape","FALSE","TRUE","America/Chicago","2","53405 53404 53406 53403 53402 53401 53407 53408","1840002493"
"Johnson City","Johnson City","TN","Tennessee","47179","Washington","36.3406","-82.3806","131718","617.9","shape","FALSE","TRUE","America/New_York","2","37614 37615 37601 37604 37602 37605 37684","1840014462"
"Billings","Billings","MT","Montana","30111","Yellowstone","45.7891","-108.5526","131519","986.3","shape","FALSE","TRUE","America/Denver","2","59106 59105 59102 59101 59104 59107 59108 59115 59116 59117","1840018496"
"Carrollton","Carrollton","TX","Texas","48113","Dallas","32.9890","-96.8999","131388","1383.9","shape","FALSE","TRUE","America/Chicago","2","75007 75006 75010 75011","1840019436"
"Iowa City","Iowa City","IA","Iowa","19103","Johnson","41.6559","-91.5303","130736","1117.4","shape","FALSE","TRUE","America/Chicago","2","52245 52246 52240 52242 52243 52244","1840000532"
"Dover","Dover","DE","Delaware","10001","Kent","39.1610","-75.5202","130186","635.2","shape","FALSE","TRUE","America/New_York","2","19902 19901 19904 19905 19906","1840005810"
"Bellingham","Bellingham","WA","Washington","53073","Whatcom","48.7548","-122.4690","129880","1239.8","shape","FALSE","TRUE","America/Los_Angeles","2","98225 98226 98229 98228","1840018346"
"Charleston","Charleston","WV","West Virginia","54039","Kanawha","38.3484","-81.6322","129754","602.7","shape","FALSE","TRUE","America/New_York","2","25387 25305 25304 25303 25302 25301 25311 25314 25317 25321 25322 25323 25324 25325 25326 25327 25328 25329 25330 25331 25332 25333 25334 25335 25336 25337 25338 25339 25350 25364 25375 25392 25396","1840006196"
"Lynchburg","Lynchburg","VA","Virginia","51680","Lynchburg","37.4003","-79.1909","128849","622.6","shape","FALSE","TRUE","America/New_York","2","24515 24504 24502 24503 24501 24505 24506 24513 24514","1840003855"
"Santa Clara","Santa Clara","CA","California","06085","Santa Clara","37.3646","-121.9680","127922","2702.4","shape","FALSE","TRUE","America/Los_Angeles","2","95054 95050 95051 95053 95052 95055 95056","1840021571"
"Greenville","Greenville","NC","North Carolina","37147","Pitt","35.5943","-77.3760","127574","905.6","shape","FALSE","TRUE","America/New_York","2","27834 27858 28590 27833 27835 27836","1840013407"
"Simi Valley","Simi Valley","CA","California","06111","Ventura","34.2663","-118.7490","127568","1178.5","shape","FALSE","TRUE","America/Los_Angeles","2","93063 93065 93062 93094 93099","1840021843"
"Fort Smith","Fort Smith","AR","Arkansas","05131","Sebastian","35.3495","-94.3695","126452","536.1","shape","FALSE","TRUE","America/Chicago","2","72908 72901 72904 72923 72916 72903 72906 72913 72914 72917 72918 72919","1840013456"
"Norman","Norman","OK","Oklahoma","40027","Cleveland","35.2335","-97.3471","125745","271.8","shape","FALSE","TRUE","America/Chicago","2","73019 73026 73072 73070 73071 74857 73069 73068","1840020451"
"Arecibo","Arecibo","PR","Puerto Rico","72013","Arecibo","18.4491","-66.7387","125727","1027.5","shape","FALSE","FALSE","America/Puerto_Rico","2","00612 00613 00614","1630023566"
"Abilene","Abilene","TX","Texas","48441","Taylor","32.4543","-99.7384","125474","454.2","shape","FALSE","TRUE","America/Chicago","2","79607 79605 79699 79603 79602 79601 79606 79604 79608 79697 79698","1840019476"
"Kenosha","Kenosha","WI","Wisconsin","55059","Kenosha","42.5865","-87.8773","124297","1342.7","shape","FALSE","TRUE","America/Chicago","2","53144 53140 53142 53143 53141","1840003160"
"Lehigh Acres","Lehigh Acres","FL","Florida","12071","Lee","26.6120","-81.6388","123751","515.5","shape","FALSE","FALSE","America/New_York","2","33936 33973 33972 33971 33976 33974 33970","1840014220"
"Seaside","Seaside","CA","California","06053","Monterey","36.6224","-121.8199","123421","1411.9","shape","FALSE","TRUE","America/Los_Angeles","2","93955","1840021634"
"Burlington","Burlington","VT","Vermont","50007","Chittenden","44.4876","-73.2316","123307","1675.2","shape","FALSE","TRUE","America/New_York","2","05405 05401 05408 05406","1840002310"
"Arvada","Arvada","CO","Colorado","08059","Jefferson","39.8320","-105.1510","122903","1217.4","shape","FALSE","TRUE","America/Denver","2","80005 80004 80007 80003 80002 80403 80001 80006","1840018788"
"Pearland","Pearland","TX","Texas","48039","Brazoria","29.5581","-95.3218","122609","972.2","shape","FALSE","TRUE","America/Chicago","2","77047 77089 77584 77581 77588","1840020979"
"Waldorf","Waldorf","MD","Maryland","24017","Charles","38.6085","-76.9194","122310","843.6","shape","FALSE","FALSE","America/New_York","2","20601 20603 20602 20675 20695 20604","1840006175"
"Independence","Independence","MO","Missouri","29095","Jackson","39.0871","-94.3501","122230","605.3","shape","FALSE","TRUE","America/Chicago","2","64054 64055 64056 64057 64050 64052 64053 64015 64016 64051","1840008534"
"Rochester","Rochester","MN","Minnesota","27109","Olmsted","44.0154","-92.4780","121870","829.0","shape","FALSE","TRUE","America/Chicago","2","55902 55903 55901 55906 55904 55905","1840008987"
"Logan","Logan","UT","Utah","49005","Cache","41.7399","-111.8422","121666","1124.7","shape","FALSE","TRUE","America/Denver","2","84321 84322 84341","1840020108"
"Harlingen","Harlingen","TX","Texas","48061","Cameron","26.1916","-97.6977","121441","684.6","shape","FALSE","TRUE","America/Chicago","2","78550 78552 78551 78553","1840021036"
"Pueblo","Pueblo","CO","Colorado","08101","Pueblo","38.2701","-104.6114","120380","765.4","shape","FALSE","TRUE","America/Denver","2","81004 81005 81003 81001 81008 81002 81010 81011 81012","1840020255"
"Temple","Temple","TX","Texas","48027","Bell","31.1068","-97.3891","120240","432.7","shape","FALSE","TRUE","America/Chicago","2","76501 76502 76504 76508 76533","1840022154"
"Berkeley","Berkeley","CA","California","06001","Alameda","37.8722","-122.2760","119607","4426.9","shape","FALSE","TRUE","America/Los_Angeles","2","94708 94707 94705 94704 94703 94702 94709 94710 94720 94701 94712","1840018914"
"East Los Angeles","East Los Angeles","CA","California","06037","Los Angeles","34.0326","-118.1691","118964","6162.8","shape","FALSE","FALSE","America/Los_Angeles","2","90063 90022 90023","1840019206"
"Duluth","Duluth","MN","Minnesota","27137","St. Louis","46.7756","-92.1393","118574","467.2","shape","FALSE","TRUE","America/Chicago","2","55803 55802 55807 55806 55805 55804 55808 55810 55811 55812 55815 55816","1840007685"
"Clovis","Clovis","CA","California","06019","Fresno","36.8278","-119.6830","118488","1769.6","shape","FALSE","TRUE","America/Los_Angeles","2","93611 93612 93619 93613 93747","1840018944"
"Boulder","Boulder","CO","Colorado","08013","Boulder","40.0248","-105.2524","118090","1510.8","shape","FALSE","TRUE","America/Denver","2","80310 80304 80305 80302 80303 80301 80309 80314","1840018774"
"Round Rock","Round Rock","TX","Texas","48491","Williamson","30.5270","-97.6642","117735","1203.6","shape","FALSE","TRUE","America/Chicago","2","78681 78664 78665 78682 78683","1840020879"
"Port Arthur","Port Arthur","TX","Texas","48245","Jefferson","29.8554","-93.9264","117348","284.9","shape","FALSE","TRUE","America/Chicago","2","77655 77640 77642 77641 77643","1840020919"
"Redding","Redding","CA","California","06089","Shasta","40.5698","-122.3650","117163","605.4","shape","FALSE","TRUE","America/Los_Angeles","2","96002 96003 96001","1840020141"
"Monroe","Monroe","LA","Louisiana","22073","Ouachita","32.5185","-92.0774","116927","626.3","shape","FALSE","TRUE","America/Chicago","2","71212 71209 71203 71202 71201 71207 71210 71213 71217","1840014881"
"Cambridge","Cambridge","MA","Massachusetts","25017","Middlesex","42.3759","-71.1185","116892","7055.3","shape","FALSE","TRUE","America/New_York","2","02142 02140 02141 02139 02138 02238 02477","1840000429"
"Utica","Utica","NY","New York","36065","Oneida","43.0962","-75.2261","116766","1494.4","shape","FALSE","TRUE","America/New_York","2","13501 13502 13503 13504 13505 13599","1840002746"
"St. Cloud","St. Cloud","MN","Minnesota","27145","Stearns","45.5340","-94.1718","116649","657.7","shape","FALSE","TRUE","America/Chicago","2","56304 56301 56303 56302 56372 56393 56395 56396","1840008881"
"Mandeville","Mandeville","LA","Louisiana","22103","St. Tammany","30.3751","-90.0904","116649","654.5","shape","FALSE","TRUE","America/Chicago","2","70448 70471 70470","1840015909"
"Clearwater","Clearwater","FL","Florida","12103","Pinellas","27.9790","-82.7623","116616","1722.0","shape","FALSE","TRUE","America/New_York","2","33759 33755 33756 33763 33761 33767 33764 33765 33757 33758 33766 33769","1840015110"
"West Jordan","West Jordan","UT","Utah","49035","Salt Lake","40.6024","-112.0008","116045","1386.4","shape","FALSE","TRUE","America/Denver","2","84088 84081 84084","1840021388"
"Richardson","Richardson","TX","Texas","48113","Dallas","32.9716","-96.7093","115904","1566.6","shape","FALSE","TRUE","America/Chicago","2","75081 75080 75082 75045 75083 75085","1840020710"
"West Palm Beach","West Palm Beach","FL","Florida","12099","Palm Beach","26.7469","-80.1320","115877","830.6","shape","FALSE","TRUE","America/New_York","2","33411 33412 33417 33409 33407 33405 33401 33402 33422","1840015993"
"The Woodlands","The Woodlands","TX","Texas","48339","Montgomery","30.1738","-95.5134","115716","1032.5","shape","FALSE","FALSE","America/Chicago","2","77381 77384 77380 77382 77389 77393","1840019585"
"Richmond","Richmond","CA","California","06013","Contra Costa","37.9477","-122.3389","115677","1486.7","shape","FALSE","TRUE","America/Los_Angeles","2","94530 94801 94803 94804 94805 94806 94802 94807 94808 94850","1840020277"
"Westminster","Westminster","CO","Colorado","08001","Adams","39.8837","-105.0624","115535","1412.3","shape","FALSE","TRUE","America/Denver","2","80030 80031 80234 80005 80003 80021 80020 80035","1840021423"
"Saginaw","Saginaw","MI","Michigan","26145","Saginaw","43.4199","-83.9501","115442","1011.7","shape","FALSE","TRUE","America/Detroit","2","48602 48607 48601 48606 48663","1840002813"
"Brandon","Brandon","FL","Florida","12057","Hillsborough","27.9367","-82.3000","115330","1343.9","shape","FALSE","FALSE","America/New_York","2","33510 33594 33619 33511 33584 33508 33509 33595","1840014151"
"Kailua","Kailua","HI","Hawaii","15003","Honolulu","21.3920","-157.7396","115264","2007.1","shape","FALSE","FALSE","Pacific/Honolulu","2","96734","1840023244"
"Meridian","Meridian","ID","Idaho","16001","Ada","43.6116","-116.3977","115227","1222.6","shape","FALSE","TRUE","America/Boise","2","83646 83642 83680","1840020046"
"Ponce","Ponce","PR","Puerto Rico","72113","Ponce","18.0127","-66.6212","114901","1541.4","shape","FALSE","FALSE","America/Puerto_Rico","2","00728 00717 00716 00730 00732 00733 00734","1630023669"
"Carlsbad","Carlsbad","CA","California","06073","San Diego","33.1246","-117.2834","114858","1172.8","shape","FALSE","TRUE","America/Los_Angeles","2","92008 92009 92011 92010 92013 92018","1840019352"
"Lowell","Lowell","MA","Massachusetts","25017","Middlesex","42.6389","-71.3217","114804","3256.8","shape","FALSE","TRUE","America/New_York","2","01851 01850 01852 01854 01853","1840000426"
"North Charleston","North Charleston","SC","South Carolina","45019","Charleston","32.9067","-80.0722","114542","569.7","shape","FALSE","TRUE","America/New_York","2","29420 29456 29485 29404 29405 29406 29418 29416 29419 29423","1840015164"
"Downey","Downey","CA","California","06037","Los Angeles","33.9379","-118.1311","114293","3556.1","shape","FALSE","TRUE","America/Los_Angeles","2","90242 90240 90241 90239","1840019245"
"Gresham","Gresham","OR","Oregon","41051","Multnomah","45.5021","-122.4413","114164","1874.2","shape","FALSE","TRUE","America/Los_Angeles","2","97030 97233 97230 97080","1840019939"
"Elgin","Elgin","IL","Illinois","17089","Kane","42.0383","-88.3240","114156","1159.1","shape","FALSE","TRUE","America/Chicago","2","60120 60123 60124 60121 60122","1840008134"
"Broken Arrow","Broken Arrow","OK","Oklahoma","40143","Tulsa","36.0380","-95.7806","112751","691.4","shape","FALSE","TRUE","America/Chicago","2","74014 74011 74012 74013","1840019059"
"Waterloo","Waterloo","IA","Iowa","19013","Black Hawk","42.4918","-92.3522","112333","424.3","shape","FALSE","TRUE","America/Chicago","2","50707 50703 50702 50701","1840000440"
"Costa Mesa","Costa Mesa","CA","California","06059","Orange","33.6667","-117.9135","112148","2739.5","shape","FALSE","TRUE","America/Los_Angeles","2","92626 92627 92628","1840019326"
"Leominster","Leominster","MA","Massachusetts","25027","Worcester","42.5209","-71.7717","111856","582.4","shape","FALSE","TRUE","America/New_York","2","01453","1840000437"
"Longview","Longview","TX","Texas","48183","Gregg","32.5193","-94.7622","111855","566.9","shape","FALSE","TRUE","America/Chicago","2","75602 75601 75605 75604 75606 75608 75615 75660","1840020746"
"League City","League City","TX","Texas","48167","Galveston","29.4874","-95.1087","111847","840.8","shape","FALSE","TRUE","America/Chicago","2","77573 77598 77511 77539 77565 77574 77592","1840020973"
"Jacksonville","Jacksonville","NC","North Carolina","37133","Onslow","34.7289","-77.3941","111830","579.3","shape","FALSE","TRUE","America/New_York","2","28546 28547 28544 28542 28540 28543 28541 28545","1840014653"
"Bend","Bend","OR","Oregon","41017","Deschutes","44.0563","-121.3095","111774","1081.5","shape","FALSE","TRUE","America/Los_Angeles","2","97702 97703 97701 97708","1840018618"
"Miami Gardens","Miami Gardens","FL","Florida","12086","Miami-Dade","25.9433","-80.2426","111706","2334.4","shape","FALSE","TRUE","America/New_York","2","33014 33169 33055 33056 33054 33269","1840015151"
"Pompano Beach","Pompano Beach","FL","Florida","12011","Broward","26.2428","-80.1312","111423","1787.6","shape","FALSE","TRUE","America/New_York","2","33060 33062 33064 33069 33061 33072 33074 33097","1840015143"
"Sioux City","Sioux City","IA","Iowa","19193","Woodbury","42.4959","-96.3901","111361","561.9","shape","FALSE","TRUE","America/Chicago","2","51106 51104 51105 51103 51101 51108 51109 51111","1840000447"
"Murrieta","Murrieta","CA","California","06065","Riverside","33.5719","-117.1909","111096","1279.0","shape","FALSE","TRUE","America/Los_Angeles","2","92563 92562","1840020553"
"Gilroy","Gilroy","CA","California","06085","Santa Clara","37.0046","-121.5854","110720","1373.0","shape","FALSE","TRUE","America/Los_Angeles","2","95020","1840020327"
"San Buenaventura","San Buenaventura","CA","California","06111","Ventura","34.2741","-119.2314","110572","1951.8","shape","FALSE","TRUE","America/Los_Angeles","2","93004 93001 93003 93002 93005 93006 93007 93009","1840037414"
"Everett","Everett","WA","Washington","53061","Snohomish","47.9525","-122.1669","110438","1269.0","shape","FALSE","TRUE","America/Los_Angeles","2","98207 98204 98203 98201 98208 98206 98213","1840019785"
"Sugar Land","Sugar Land","TX","Texas","48157","Fort Bend","29.5935","-95.6358","110272","1052.1","shape","FALSE","TRUE","America/Chicago","2","77498 77478 77479 77487 77496","1840022217"
"El Monte","El Monte","CA","California","06037","Los Angeles","34.0739","-118.0291","110144","4449.7","shape","FALSE","TRUE","America/Los_Angeles","2","91731 91733 91732 91734 91735","1840020480"
"Lewisville","Lewisville","TX","Texas","48121","Denton","33.0454","-96.9815","110077","1045.4","shape","FALSE","TRUE","America/Chicago","2","75067 75065 75056 75057 75077 75029","1840020639"
"Chico","Chico","CA","California","06007","Butte","39.7578","-121.8161","110001","1164.4","shape","FALSE","TRUE","America/Los_Angeles","2","95973 95926 95928 95929 95927 95976","1840018778"
"Eau Claire","Eau Claire","WI","Wisconsin","55035","Eau Claire","44.8197","-91.4948","109491","803.8","shape","FALSE","TRUE","America/Chicago","2","54703 54701 54702","1840002296"
"West Covina","West Covina","CA","California","06037","Los Angeles","34.0555","-117.9113","109396","2633.9","shape","FALSE","TRUE","America/Los_Angeles","2","91792 91791 91790 91793","1840021876"
"Temecula","Temecula","CA","California","06065","Riverside","33.4928","-117.1315","109376","1135.9","shape","FALSE","TRUE","America/Los_Angeles","2","92590 92591 92592 92589 92593","1840021937"
"Idaho Falls","Idaho Falls","ID","Idaho","16019","Bonneville","43.4871","-112.0362","108544","952.5","shape","FALSE","TRUE","America/Boise","2","83401 83402 83404 83415","1840018644"
